23.67
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.67
26, 31, 23.77
 23.67
26, 31, 23.67
26, 31, 23.67
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.67
26, 31, 23.77
 23.67
26, 31, 23.67
26, 31, 23.67
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.67
26, 31, 23.77

26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.77
26, 31, 23.67
26, 31, 23.67
26, 31, 23.67
26, 31, 23.46
26, 31, 23.46
26, 31, 23.35
26, 31, 23.25
26, 31, 23.25
26, 31, 23.14
26, 31, 23.14
26, 31, 23.14
26, 31, 23.14
26, 31, 23.14
26, 31, 23.67
26, 31, 23.67
26, 31, 23.67
26, 31, 23.67
26, 31, 23.56
26, 31, 23.56
26, 31, 23.56
26, 31, 23.56
26, 31, 24.51
26, 31, 25.35
26, 31, 26.09
26, 31, 26.51
26, 31, 26.41
26, 31, 25.98
26, 31, 26.19
26, 31, 26.19
26, 31, 25.88
26, 31, 25.88
26, 31, 26.09
26, 31, 26.09
26, 31, 25.98
26, 31, 25.98
26, 31, 25.66
26, 31, 25.35
26, 31, 24.93
26, 31, 24.72
26, 30, 24.40
28, 27, 24.30, WARNING: Incorrect temperature settings! Check temperature threshold values!
29, 27, 23.98, WARNING: Incorrect temperature settings! Check temperature threshold values!
29, 27, 23.77, WARNING: Incorrect temperature settings! Check temperature threshold values!
28, 28, 23.67
27, 30, 23.67
26, 31, 23.56
26, 31, 23.46
26, 31, 23.56
26, 31, 23.46
26, 31, 23.46
26, 31, 23.56
26, 27, 23.56
26, 27, 23.56
26, 27, 23.56
26, 27, 23.67
26, 27, 24.19
26, 27, 25.35
26, 27, 26.30
26, 27, 27.15, It's too hot!
26, 27, 27.79, It's too hot!
26, 27, 28.21, It's too hot!
26, 27, 28.53, It's too hot!
26, 27, 28.64, It's too hot!
26, 27, 29.07, It's too hot!
26, 27, 29.28, It's too hot!
26, 27, 28.85, It's too hot!
26, 27, 28.21, It's too hot!
26, 27, 27.68, It's too hot!
26, 27, 27.25, It's too hot!
26, 29, 26.94
26, 31, 26.72
26, 31, 26.41
26, 31, 26.09
26, 31, 25.88
26, 31, 25.77
26, 31, 25.56
26, 31, 25.66
26, 31, 25.56
26, 31, 25.35
26, 31, 25.24
26, 31, 25.35
26, 31, 25.24
26, 31, 25.14
26, 31, 25.24
26, 31, 25.03
26, 31, 24.93
26, 31, 24.93
26, 31, 24.82
26, 31, 24.82
26, 31, 24.72
26, 31, 24.72
26, 31, 24.61
26, 31, 24.61
26, 31, -53.11, WARNING: Sensor out of range - check wiring!
26, 31, -54.35, WARNING: Sensor out of range - check wiring!
26, 31, -54.35, WARNING: Sensor out of range - check wiring!
26, 31, 24.30
26, 31, 24.40
26, 31, 24.30
26, 31, 24.30
26, 31, 23.98
